booking_id,user_id,event_date,ticket_type,price
735,73,2024-10-10,Premium,55.74
736,237,2024-03-08,Regular,71.39
737,46,2023-04-10,VIP,45.55
738,618,2024-10-19,Regular,29.3
739,928,2023-01-09,Regular,56.02
740,800,2024-07-27,Regular,77.45
741,262,2024-11-27,Premium,77.51
742,176,2023-01-29,Regular,46.77
743,166,2023-04-24,Regular,27.42
744,657,2024-04-06,Regular,104.42
745,842,2023-05-23,Regular,76.91
746,370,2024-01-25,Regular,106.11
747,795,2024-09-23,Premium,104.97
748,54,2024-11-12,Premium,89.69
749,690,2023-06-06,Regular,76.18
750,419,2023-12-01,Regular,67.05
751,756,2023-09-17,Premium,89.37
752,507,2023-03-23,Regular,71.8
753,341,2024-03-16,Regular,63.21
754,127,2023-06-21,Regular,33.04
755,409,2023-08-19,Premium,73.34
756,924,2024-12-20,VIP,96.93
757,367,2023-03-16,Premium,100.19
758,271,2023-09-27,Regular,76.07
759,644,2024-09-17,Regular,57.23
760,605,2023-03-03,Premium,93.05
761,379,2023-11-16,Regular,74.69
762,73,2023-04-12,VIP,67.69
763,923,2024-03-04,VIP,45.88
764,922,2024-12-22,Regular,117.08
765,915,2023-09-12,VIP,89.77
766,248,2024-06-15,Regular,91.92
767,860,2024-07-23,Premium,57.74
768,785,2023-04-22,Regular,76.59
769,43,2023-11-09,Regular,73.37
770,377,2024-04-05,Premium,90.64
771,41,2024-12-08,Premium,102.19
772,170,2024-04-06,Regular,46.32
773,946,2023-04-02,Regular,53.51
774,212,2023-02-21,Regular,87.91
775,493,2024-06-03,Regular,64.84
776,680,2023-04-08,Regular,91.3
777,39,2023-08-24,Regular,67.54
778,369,2024-01-09,Regular,50.02
779,757,2024-08-03,Regular,39.81
780,151,2024-07-10,Regular,84.68
781,111,2024-10-10,Regular,85.17
782,480,2023-08-22,Regular,94.4
783,436,2023-02-01,VIP,81.56
784,47,2023-10-16,Regular,-0.15
785,575,2024-09-29,VIP,85.07
786,737,2024-08-01,Premium,45.85
787,366,2024-06-25,Premium,37.65
788,69,2023-04-24,Premium,35.24
789,299,2023-07-23,Premium,33.4
790,944,2023-01-29,Regular,80.58
791,802,2024-10-04,Regular,60.38
792,296,2024-04-18,Premium,44.62
793,203,2024-11-27,Regular,75.46
794,61,2023-09-10,Premium,52.88
795,946,2024-01-21,Regular,94.62
796,963,2023-03-03,Premium,104.0
797,830,2024-05-29,Regular,70.65
798,314,2024-03-05,Regular,102.55
799,161,2024-08-02,Regular,102.51
800,331,2024-06-20,Premium,76.69
801,528,2024-11-21,Premium,109.67
802,338,2023-05-21,Regular,62.57
803,606,2023-10-27,Premium,35.89
804,304,2024-11-05,Regular,43.91
805,503,2023-11-07,Regular,61.65
806,650,2024-04-15,Regular,85.69
807,338,2024-01-28,Regular,51.9
808,550,2024-10-03,Regular,61.48
809,639,2024-03-20,Regular,50.01
810,275,2023-06-21,Premium,61.94
811,164,2024-07-29,Premium,101.85
812,443,2023-01-31,Regular,82.15
813,319,2023-02-16,Regular,63.46
814,589,2023-05-10,Regular,99.41
815,504,2023-12-18,Regular,75.51
816,686,2024-09-13,Regular,77.67
817,387,2024-08-03,Regular,97.86
818,970,2023-02-27,VIP,68.15
819,870,2023-04-16,Premium,93.32
820,833,2023-11-26,Regular,91.9
821,888,2024-11-13,Regular,72.09
822,603,2024-01-18,Regular,47.08
823,750,2023-06-11,Premium,75.25
824,776,2023-10-13,Regular,97.75
825,691,2023-03-12,Regular,91.4
826,494,2024-03-29,Premium,109.21
827,490,2024-07-20,Regular,65.19
828,721,2024-02-01,Regular,90.59
829,73,2024-05-29,Regular,54.87
830,509,2023-01-26,Regular,79.03
831,390,2023-11-09,Regular,97.11
832,619,2023-05-06,Regular,93.13
833,857,2024-02-12,Regular,77.06
834,295,2024-07-18,Regular,69.64
835,369,2023-07-17,Premium,55.1
836,956,2023-07-07,Regular,70.48
837,796,2024-11-28,Regular,48.8
838,865,2024-12-16,Premium,68.14
839,694,2024-04-28,Premium,38.88
840,549,2024-03-25,Premium,48.63
841,649,2024-06-06,Regular,92.06
842,850,2023-12-20,Regular,89.83
843,568,2024-10-19,Premium,69.22
844,187,2024-08-19,Premium,76.3
845,853,2023-04-10,Regular,78.98
846,770,2024-09-07,VIP,84.21
847,445,2024-07-11,Regular,82.07
848,570,2024-07-09,VIP,48.26
849,363,2023-10-05,Premium,26.14
850,123,2024-11-23,Premium,54.66
851,188,2024-11-29,VIP,71.91
852,742,2024-09-17,Premium,94.2
853,680,2024-05-05,Regular,79.69
854,420,2023-09-12,Regular,85.69
855,626,2024-01-16,Regular,57.06
856,252,2024-06-25,Regular,73.59
857,619,2023-09-21,Premium,76.31
858,549,2024-09-01,Regular,59.89
859,335,2023-11-25,Regular,53.61
860,92,2023-04-25,Regular,70.47
861,530,2023-10-03,Premium,88.22
862,866,2024-05-02,Regular,56.9
863,63,2023-10-08,Regular,70.84
864,662,2023-10-02,Regular,102.1
865,512,2024-12-19,Premium,64.61
866,139,2023-11-24,Regular,75.15
867,698,2023-07-30,Premium,72.89
868,185,2024-12-27,Regular,71.24
869,205,2024-07-05,Regular,108.37
870,772,2023-01-26,VIP,81.12
871,214,2023-01-27,Regular,43.6
872,256,2024-12-02,Regular,105.57
873,135,2023-03-24,Regular,80.5
874,573,2024-11-12,Regular,67.53
875,875,2024-02-17,Regular,101.99
876,822,2023-06-16,Regular,59.43
877,88,2024-11-30,Regular,109.31
878,836,2023-06-18,Regular,76.87
879,988,2023-08-17,Premium,95.11
880,207,2024-08-31,Premium,136.35
881,129,2024-01-02,Regular,78.6
882,823,2024-06-11,Regular,73.06
883,3,2024-10-08,Regular,53.66
884,974,2024-06-21,Regular,72.59
885,934,2024-06-07,Regular,54.28
886,754,2023-03-13,Regular,71.26
887,121,2024-10-06,Regular,132.89
888,385,2023-04-16,Regular,77.39
889,614,2024-11-19,Regular,63.93
890,38,2023-10-09,VIP,70.81
891,341,2023-05-13,Regular,66.76
892,925,2024-06-17,Premium,95.97
893,645,2023-09-26,Premium,73.2
894,714,2024-02-16,Regular,107.18
895,860,2024-11-03,Regular,68.68
896,21,2024-09-10,Regular,69.97
897,242,2023-01-18,Regular,57.06
898,455,2023-04-27,Regular,67.33
899,963,2023-05-24,Premium,40.33
900,621,2024-12-17,Regular,32.4
901,303,2024-07-04,Regular,87.49
902,596,2024-10-27,Premium,40.09
903,595,2024-11-18,Premium,83.12
904,803,2024-02-26,Regular,64.99
905,964,2024-01-04,Premium,93.79
906,69,2024-10-07,Regular,40.53
907,129,2024-07-11,Regular,86.97
908,196,2023-02-19,Regular,81.63
909,140,2024-11-08,Regular,82.25
910,444,2023-04-16,VIP,97.48
911,283,2023-08-04,Regular,76.41
912,312,2024-10-19,Regular,26.04
913,746,2024-02-29,Regular,83.98
914,535,2023-03-13,Regular,81.39
915,665,2024-03-21,Regular,70.11
916,277,2023-07-05,Regular,58.16
917,61,2023-03-11,Premium,67.78
918,319,2023-05-30,Regular,104.16
919,890,2023-09-03,Regular,56.6
920,52,2024-06-21,Regular,40.19
921,856,2024-10-13,Regular,45.63
922,153,2023-04-09,Regular,74.29
923,749,2023-10-05,Premium,108.42
924,311,2024-07-16,VIP,119.1
925,814,2024-10-24,Regular,88.0
926,544,2024-03-30,Regular,55.38
927,567,2023-04-14,Premium,57.5
928,864,2024-08-23,Regular,92.52
929,389,2024-10-14,Regular,101.63
930,548,2024-12-25,Regular,62.16
931,622,2023-08-21,Premium,103.49
932,177,2024-01-29,Regular,70.41
933,362,2024-05-15,Premium,89.29
934,314,2024-11-25,Premium,97.91
935,807,2023-09-08,Regular,45.36
936,848,2024-06-04,Premium,84.03
937,97,2023-03-20,Premium,103.57
938,881,2023-02-21,Regular,63.79
939,213,2023-08-14,Regular,53.87
940,829,2023-02-20,Regular,84.9
941,137,2023-07-05,Regular,77.67
942,6,2023-02-03,Regular,68.45
943,109,2023-05-11,Regular,74.96
944,547,2024-09-23,Regular,41.59
945,39,2024-03-18,Premium,83.09
946,662,2024-03-07,Regular,106.85
947,425,2024-12-04,Regular,60.71
948,630,2024-05-11,Regular,58.43
949,261,2024-02-07,Regular,78.45
950,426,2023-11-19,Regular,131.92
951,87,2023-07-29,Regular,97.0
952,465,2024-09-06,Regular,73.12
953,76,2023-11-25,Premium,75.79
954,471,2024-01-07,Premium,98.98
955,976,2024-04-04,Regular,56.81
956,963,2023-05-13,Premium,87.23
957,414,2024-10-12,Premium,52.65
958,825,2023-05-01,Regular,93.5
959,895,2024-08-28,VIP,69.12
960,726,2024-03-27,Premium,79.01
961,457,2023-05-09,Regular,67.82
962,285,2023-04-01,Regular,88.97
963,239,2024-08-26,Regular,71.51
964,677,2024-07-28,Regular,118.16
965,599,2023-01-29,Premium,103.38
966,653,2024-12-22,Regular,48.91
967,672,2024-06-07,Premium,78.83
968,558,2023-11-29,Premium,89.7
969,372,2023-10-24,Premium,65.84
970,495,2023-05-10,Premium,99.25
971,624,2023-10-20,Regular,96.89
972,919,2023-06-22,Regular,73.33
973,45,2024-12-20,Premium,94.62
974,401,2023-01-24,Regular,26.79
975,247,2023-04-09,Regular,102.15
976,616,2024-02-10,Premium,92.73
977,597,2023-12-22,Premium,53.25
978,450,2023-05-19,Regular,80.04
979,485,2024-05-17,Premium,34.47
980,646,2023-06-23,Premium,59.73
981,620,2023-01-29,Regular,96.91
982,18,2024-05-10,Regular,74.74
983,606,2024-10-16,VIP,73.64
984,662,2023-12-17,Regular,75.9
985,758,2024-07-07,Regular,73.57
986,289,2023-10-26,Regular,94.75
987,414,2024-12-20,Premium,62.62
988,721,2023-07-11,Regular,83.39
989,638,2024-11-02,Regular,52.11
990,235,2023-03-05,Regular,89.82
991,416,2024-10-25,VIP,68.57
992,938,2023-08-03,Regular,74.18
993,499,2023-06-15,Regular,67.76
994,974,2024-06-26,VIP,70.29
995,634,2023-08-20,Regular,54.91
996,650,2024-06-24,VIP,81.59
997,115,2023-07-14,VIP,86.09
998,932,2024-05-20,Premium,48.39
999,674,2023-11-30,Regular,63.07
1000,713,2023-10-31,Premium,75.6
1001,234,2024-03-12,Premium,63.03
1002,540,2023-11-19,VIP,70.54
1003,11,2024-05-16,Regular,107.32
1004,206,2024-01-28,Premium,54.64
1005,679,2024-08-21,Regular,28.76
1006,247,2023-05-29,Regular,63.03
1007,559,2024-02-09,Regular,68.44
1008,758,2023-10-10,Premium,65.2
1009,127,2023-12-28,Regular,80.38
1010,147,2024-01-14,Regular,54.44
1011,118,2023-07-17,VIP,51.49
1012,911,2024-07-09,Regular,61.51
1013,382,2023-12-22,Premium,61.92
1014,412,2024-06-23,Regular,117.42
1015,664,2024-03-04,Regular,106.05
1016,584,2023-01-17,Premium,41.61
1017,363,2024-09-30,VIP,36.4
1018,509,2024-01-14,Regular,73.28
1019,137,2024-11-10,Premium,113.23
1020,175,2024-05-20,Regular,88.32
1021,289,2023-03-17,Regular,74.34
1022,958,2023-08-19,Regular,65.88
1023,481,2024-12-16,Regular,96.54
1024,19,2023-09-05,Regular,78.56
1025,195,2023-10-29,Regular,109.64
1026,330,2024-12-26,Regular,41.25
1027,936,2023-08-03,Regular,83.47
1028,175,2023-06-07,Regular,63.73
1029,449,2023-03-10,Regular,83.29
1030,925,2024-01-28,VIP,80.02
1031,946,2023-03-26,Premium,85.19
1032,354,2023-09-24,Regular,94.55
1033,499,2023-03-10,VIP,102.8
1034,141,2024-09-02,Premium,114.03
1035,758,2023-12-13,Regular,75.32
1036,897,2024-12-28,Regular,64.15
1037,930,2024-11-03,Premium,50.48
1038,93,2024-02-27,Regular,83.7
1039,944,2024-08-28,Premium,91.7
1040,239,2023-06-23,Premium,48.03
1041,205,2024-11-07,Premium,97.89
1042,560,2023-04-25,VIP,72.97
1043,433,2023-08-08,Regular,49.88
1044,245,2023-01-31,Regular,58.03
1045,832,2024-06-06,Premium,56.14
1046,317,2023-12-09,Regular,56.49
1047,925,2024-01-12,Premium,86.4
1048,295,2023-05-10,VIP,92.28
1049,640,2024-09-08,Premium,108.98
1050,856,2024-06-22,Regular,61.04
1051,282,2023-01-02,Regular,81.86
1052,17,2023-04-11,Regular,62.06
1053,71,2024-06-16,Regular,75.4
1054,269,2023-02-27,Premium,45.39
1055,325,2024-01-24,Premium,52.54
1056,794,2024-11-22,Premium,91.06
1057,305,2023-12-07,Regular,45.33
1058,451,2023-01-20,Regular,87.3
1059,7,2023-09-12,Premium,61.48
1060,314,2023-11-13,Regular,36.49
1061,817,2023-02-07,Regular,24.23
1062,103,2024-10-21,Premium,104.27
1063,821,2024-06-20,Premium,36.89
1064,193,2024-01-21,Regular,73.71
1065,753,2024-09-24,Premium,82.08
1066,574,2023-01-26,Regular,48.74
1067,529,2024-03-29,VIP,63.93
1068,171,2024-11-11,Regular,84.58
1069,537,2023-11-19,Regular,80.87
1070,251,2024-05-27,Premium,65.79
1071,765,2023-01-13,Regular,79.74
1072,387,2024-07-13,Premium,72.96
1073,207,2024-01-06,Premium,55.59
1074,541,2023-10-18,Premium,99.01
1075,629,2023-11-28,VIP,79.15
1076,416,2024-08-28,Regular,38.16
1077,794,2023-09-18,Premium,85.43
1078,380,2023-07-24,Regular,62.69
1079,144,2024-11-27,Regular,69.21
1080,25,2024-11-17,Premium,75.16
1081,822,2024-01-22,Regular,59.14
1082,668,2024-04-12,Regular,111.06
1083,73,2024-02-19,Regular,45.13
1084,632,2023-03-10,Premium,76.13
1085,824,2024-04-16,VIP,82.63
1086,833,2023-04-14,Regular,75.82
1087,93,2023-06-10,Regular,71.18
1088,505,2023-07-19,Premium,67.46
1089,598,2023-08-04,Regular,58.94
1090,336,2023-07-31,Regular,58.58
1091,425,2024-05-22,Regular,98.17
1092,499,2023-01-16,Regular,66.17
1093,364,2024-05-12,Regular,117.64
1094,947,2023-11-28,Premium,88.38
1095,630,2024-12-17,Regular,21.65
1096,745,2024-07-04,VIP,92.67
1097,199,2024-08-23,Premium,73.94
1098,718,2023-09-13,Premium,47.2
1099,413,2024-12-28,Regular,101.09
1100,339,2023-06-21,Regular,66.28
1101,659,2024-10-10,Regular,64.58
1102,962,2024-05-12,VIP,82.5
1103,937,2024-04-15,Regular,97.86
1104,429,2024-01-19,Regular,77.27
1105,783,2024-11-20,Regular,75.84
1106,899,2024-08-11,Regular,61.06
1107,139,2024-11-30,Regular,97.52
1108,693,2024-05-21,Regular,77.46
1109,942,2024-06-10,Regular,70.49
1110,542,2023-11-21,Regular,68.01
1111,57,2023-08-02,Regular,95.54
1112,232,2023-07-27,Premium,69.75
1113,658,2023-06-18,Regular,95.59
1114,435,2023-11-26,Regular,65.57
1115,384,2023-10-07,Regular,89.45
1116,560,2023-11-01,Regular,79.14
1117,194,2023-05-26,VIP,55.98
1118,736,2024-05-30,Regular,73.26
1119,648,2023-03-31,Premium,31.19
1120,534,2024-03-28,Premium,60.12
1121,518,2023-03-01,Premium,43.44
1122,716,2023-11-07,Regular,114.95
1123,751,2024-06-11,Regular,43.68
1124,185,2023-08-15,Premium,126.72
1125,872,2024-04-18,Regular,85.29
1126,292,2024-06-24,Premium,64.62
1127,335,2024-10-24,Premium,91.13
1128,732,2023-03-20,Premium,62.11
1129,116,2024-03-08,Regular,46.81
1130,825,2023-06-02,Premium,76.58
1131,49,2024-02-05,Premium,89.0
1132,685,2023-10-06,Premium,100.57
1133,82,2023-02-26,Regular,84.95
1134,834,2023-07-05,Regular,64.41
1135,333,2024-02-02,Regular,102.73
1136,557,2024-08-27,Regular,98.26
1137,335,2023-06-07,Regular,80.38
1138,532,2024-11-23,VIP,99.22
1139,960,2023-12-25,Regular,118.7
1140,221,2024-03-15,Premium,64.13
1141,635,2024-08-11,Regular,57.01
1142,746,2024-04-10,Regular,63.55
1143,733,2024-10-24,Regular,48.01
1144,323,2024-03-21,Regular,86.82
1145,851,2024-05-02,VIP,42.8
1146,3,2024-06-13,Regular,100.3
1147,694,2023-03-14,Premium,61.56
1148,206,2024-12-01,Regular,102.17
1149,832,2023-01-17,VIP,23.86
1150,40,2024-06-14,Regular,67.3
1151,59,2024-12-31,Regular,49.14
1152,951,2023-11-22,Regular,102.07
1153,574,2024-09-23,Regular,108.58
1154,644,2024-09-04,Regular,28.12
1155,507,2024-06-29,Premium,92.32
1156,572,2024-08-18,Premium,96.37
1157,884,2024-12-08,Premium,81.51
1158,843,2023-07-21,Regular,86.76
1159,122,2023-12-10,Regular,85.32
1160,479,2024-06-06,Regular,92.39
1161,619,2024-02-04,VIP,53.15
1162,96,2023-08-06,Premium,99.01
1163,859,2024-03-20,Premium,79.19
1164,414,2023-08-10,Premium,77.99
1165,235,2024-01-18,Regular,86.33
1166,898,2024-08-14,Regular,49.58
1167,62,2023-01-07,Regular,43.93
1168,256,2023-09-29,Regular,72.58
1169,561,2023-01-16,Regular,105.87
1170,905,2024-02-28,Regular,51.29
1171,348,2024-06-07,Premium,78.5
1172,671,2023-01-21,Premium,60.67
1173,124,2024-11-20,Premium,57.98
1174,482,2023-08-16,VIP,85.01
1175,317,2023-10-15,Regular,90.19
1176,504,2023-05-14,Regular,59.25
1177,719,2023-10-10,Premium,102.75
1178,48,2024-02-08,Regular,83.45
1179,409,2024-10-26,Regular,70.17
1180,932,2023-03-07,Regular,81.95
1181,136,2024-10-10,Regular,115.73
1182,201,2024-08-26,Regular,90.07
1183,250,2024-03-12,Regular,61.03
1184,314,2023-09-16,Regular,74.63
1185,869,2023-04-13,Premium,77.63
1186,368,2024-07-20,Regular,88.31
1187,429,2023-04-11,Regular,79.79
1188,830,2023-07-17,Regular,112.91
1189,807,2023-08-14,Regular,70.47
1190,480,2024-04-07,Premium,40.4
1191,314,2023-08-25,Premium,79.29
1192,500,2023-01-26,Premium,66.18
1193,721,2023-05-01,Regular,44.92
1194,355,2024-05-20,Regular,60.93
1195,485,2023-07-01,Regular,67.83
1196,211,2024-12-11,Regular,97.8
1197,704,2024-09-25,Regular,45.34
1198,44,2024-06-26,Regular,82.0
1199,541,2023-11-11,Regular,119.41
1200,571,2024-09-09,Premium,71.5
1201,583,2023-09-30,Regular,70.92
1202,92,2023-08-20,Premium,89.4
1203,265,2024-02-24,Regular,85.44
1204,895,2024-03-17,Regular,103.35
1205,220,2024-05-10,VIP,71.66
1206,902,2023-01-24,VIP,89.04
1207,925,2023-04-19,Regular,89.36
1208,442,2024-12-03,Regular,68.29
1209,401,2024-05-16,Regular,72.72
1210,400,2023-01-25,Regular,74.78
1211,727,2023-07-06,Premium,50.25
1212,991,2023-10-15,VIP,67.23
1213,899,2024-09-19,Premium,104.92
1214,789,2023-12-04,Regular,95.75
1215,576,2023-02-06,Premium,63.4
1216,858,2023-05-17,Regular,74.69
1217,804,2024-05-22,VIP,94.43
1218,490,2023-08-15,Premium,83.87
1219,485,2023-11-16,Regular,91.0
1220,757,2023-07-01,Regular,85.68
1221,470,2023-03-27,Regular,79.31
1222,574,2024-04-11,Regular,71.68
1223,938,2023-02-22,Premium,51.1
1224,844,2023-08-23,Regular,88.84
1225,682,2024-03-08,Regular,70.56
1226,445,2024-05-10,Regular,42.04
1227,269,2023-04-10,Premium,64.09
1228,267,2024-08-21,Regular,92.05
1229,54,2024-02-07,Premium,36.68
1230,528,2024-01-31,Premium,54.41
1231,520,2024-06-10,VIP,77.74
1232,616,2024-02-19,Regular,103.11
1233,59,2024-09-04,Regular,95.0
1234,825,2024-11-07,Regular,105.03
1235,40,2024-04-07,Regular,79.16
1236,237,2024-06-24,Regular,70.82
1237,955,2024-09-17,Premium,91.87
1238,386,2024-09-10,Regular,57.01
1239,606,2023-12-30,Premium,55.45
1240,734,2023-05-10,Regular,51.9
1241,716,2023-03-25,Premium,96.78
1242,650,2023-09-28,Premium,58.31
1243,300,2023-09-01,Premium,95.01
1244,395,2024-01-23,Premium,77.97
1245,207,2023-08-02,Premium,97.03
1246,336,2023-06-15,VIP,52.89
1247,593,2023-02-28,Regular,62.49
1248,730,2024-08-24,Regular,84.08
1249,514,2024-05-18,Regular,66.38
1250,178,2024-12-06,Regular,25.13
1251,396,2023-05-03,Regular,47.55
1252,371,2024-10-09,Regular,52.73
1253,858,2024-02-17,Regular,54.22
1254,791,2023-05-19,Regular,88.64
1255,658,2023-08-17,Regular,81.74
1256,318,2023-10-01,VIP,78.24
1257,736,2024-03-14,Regular,115.17
1258,369,2024-07-15,Premium,98.5
1259,384,2023-04-28,Regular,91.04
1260,62,2024-12-14,VIP,45.09
1261,806,2024-04-27,Premium,76.19
1262,505,2024-01-30,Premium,80.97
1263,239,2024-12-03,Premium,66.7
1264,195,2024-04-04,Regular,109.13
1265,678,2024-11-23,VIP,76.02
1266,963,2023-03-19,Premium,50.43
1267,222,2024-02-16,Premium,55.05
1268,61,2023-03-16,Premium,120.65
1269,129,2023-10-22,Regular,66.6
1270,990,2023-01-21,Premium,33.43
1271,685,2023-06-20,Regular,63.01
1272,992,2023-01-15,Regular,38.47
1273,156,2023-07-30,Regular,93.35
1274,917,2024-07-13,VIP,35.9
1275,378,2023-03-27,Regular,46.96
1276,622,2023-05-29,Regular,75.08
1277,781,2024-11-30,Regular,97.19
1278,923,2024-01-07,Premium,73.61
1279,868,2024-04-24,Premium,49.85
1280,903,2023-05-31,Regular,78.65
1281,790,2023-05-21,Regular,65.64
1282,586,2023-03-10,Premium,97.65
1283,999,2023-09-17,VIP,92.1
1284,437,2024-06-04,Premium,64.26
1285,975,2024-09-24,Regular,90.6
1286,207,2024-01-06,VIP,80.42
1287,388,2024-02-23,Regular,102.34
1288,480,2023-04-11,Regular,89.74
1289,791,2024-10-22,Regular,85.94
1290,887,2024-10-19,Regular,101.56
1291,838,2023-08-31,Premium,75.31
1292,984,2024-05-26,Regular,59.54
1293,340,2024-07-08,Regular,79.02
1294,869,2023-04-05,Regular,67.89
1295,340,2023-08-14,Regular,87.08
1296,204,2024-06-01,Regular,76.24
1297,161,2023-08-02,Regular,83.06
1298,540,2024-12-18,Regular,50.92
1299,392,2023-03-08,Premium,85.17
1300,769,2024-01-31,Premium,49.3
1301,677,2024-09-03,Premium,94.24
1302,575,2023-01-12,Regular,94.27
1303,534,2023-08-25,Premium,81.96
1304,70,2024-02-03,VIP,81.2
1305,893,2024-02-11,Premium,70.53
1306,405,2024-04-24,Premium,62.94
1307,608,2024-10-08,Regular,74.7
1308,675,2023-08-10,VIP,114.65
1309,591,2023-06-05,Regular,79.59
1310,517,2024-10-15,Regular,48.09
1311,828,2024-03-03,Regular,40.83
1312,120,2023-06-07,Regular,46.24
1313,814,2024-02-20,VIP,67.45
1314,690,2023-11-22,Regular,100.32
1315,688,2024-01-06,Regular,54.53
1316,902,2023-12-10,Premium,103.43
1317,217,2023-09-19,Regular,78.59
1318,56,2023-10-10,Regular,84.67
1319,366,2023-08-17,Premium,84.12
1320,699,2023-10-07,Premium,86.81
1321,504,2023-10-17,Regular,66.77
1322,744,2024-11-10,Premium,28.31
1323,767,2023-02-16,Regular,63.23
1324,925,2024-12-15,Regular,57.24
1325,455,2023-08-02,Regular,81.21
1326,104,2023-01-24,Regular,79.38
1327,77,2023-11-17,Premium,69.55
1328,230,2023-10-01,Premium,110.11
1329,914,2024-07-09,Regular,62.19
1330,258,2023-11-09,Regular,30.49
1331,264,2023-12-29,Premium,77.39
1332,331,2024-10-29,Regular,98.78
1333,993,2024-01-15,Regular,80.74
1334,182,2024-12-11,VIP,67.87
1335,893,2024-11-04,Premium,79.81
1336,768,2024-04-14,VIP,111.78
1337,550,2024-11-05,Regular,57.5
1338,688,2023-04-26,Premium,75.62
1339,27,2024-08-27,Regular,88.4
1340,276,2023-02-11,Regular,80.08
1341,652,2024-01-14,Regular,70.04
1342,299,2024-12-22,Regular,66.47
1343,957,2023-07-25,Regular,69.3
1344,799,2024-04-10,Regular,85.64
1345,91,2023-10-07,Regular,84.48
1346,480,2024-10-09,Premium,116.89
1347,573,2024-09-09,Regular,44.26
1348,458,2023-04-28,Regular,110.16
1349,451,2023-08-25,Regular,70.91
1350,365,2023-11-05,Regular,73.19
1351,859,2024-03-31,Premium,92.17
1352,675,2024-04-19,Regular,92.05
1353,351,2023-04-10,Premium,98.13
1354,655,2023-09-18,Regular,102.5
1355,400,2023-11-01,Regular,74.2
1356,253,2023-12-20,Premium,102.75
1357,781,2023-10-13,Premium,62.42
1358,881,2023-11-24,Regular,68.89
1359,803,2023-04-13,Premium,71.36
1360,459,2023-03-04,Regular,64.47
1361,699,2024-11-17,Premium,76.2
1362,917,2023-10-09,Premium,92.93
1363,499,2024-03-16,Premium,88.03
1364,950,2023-10-20,VIP,62.74
1365,971,2023-01-07,Regular,61.09
1366,926,2024-09-30,Premium,57.89
1367,508,2023-04-02,Regular,76.78
1368,304,2023-07-09,Regular,43.38
1369,501,2024-04-20,Regular,57.19
1370,803,2024-05-25,Regular,65.82
1371,598,2024-04-06,Premium,96.11
1372,166,2023-02-22,Regular,72.36
1373,415,2024-04-30,Regular,95.12
1374,462,2024-10-05,Regular,78.75
1375,920,2024-05-04,Regular,65.51
1376,114,2023-12-30,VIP,66.34
1377,433,2023-04-22,Regular,51.68
1378,992,2024-02-13,Premium,123.06
1379,356,2023-01-07,Premium,97.21
1380,928,2024-10-29,Premium,87.07
1381,695,2023-07-16,Regular,48.93
1382,207,2024-01-02,Premium,65.97
1383,768,2023-09-07,Regular,55.49
1384,235,2024-08-17,Premium,77.55
1385,442,2023-08-28,Regular,56.45
1386,355,2024-01-15,Regular,61.59
1387,515,2024-04-15,Regular,56.98
1388,208,2024-12-01,Premium,70.2
1389,709,2024-03-30,Regular,76.43
1390,853,2024-01-01,Regular,70.73
1391,125,2023-10-17,Regular,105.66
1392,138,2024-02-07,VIP,91.22
1393,339,2023-02-27,Premium,59.34
1394,537,2024-06-04,Regular,81.51
1395,68,2023-10-31,Premium,60.99
1396,573,2023-04-25,Regular,67.1
1397,541,2023-07-29,Regular,84.58
1398,383,2023-02-10,VIP,88.31
1399,19,2023-06-22,Regular,63.25
1400,683,2023-08-22,Regular,52.9
1401,450,2024-08-12,Regular,76.75
1402,74,2024-09-11,Regular,83.69
1403,573,2024-02-07,Regular,62.23
1404,939,2023-02-08,Regular,91.33
1405,665,2023-04-29,Regular,87.79
1406,276,2023-12-01,Regular,61.94
1407,48,2023-12-02,Regular,97.6
1408,211,2024-06-22,Regular,98.21
1409,855,2024-09-07,Regular,116.35
1410,920,2023-03-15,Premium,109.24
1411,651,2023-07-10,Regular,56.95
1412,622,2023-11-20,Premium,93.5
1413,994,2023-05-27,Premium,92.59
1414,695,2023-10-11,Premium,68.03
1415,540,2023-08-01,Regular,84.1
1416,709,2024-09-26,Regular,37.45
1417,191,2024-12-18,Regular,36.89
1418,315,2024-01-29,Premium,40.71
1419,901,2023-12-05,Regular,82.79
1420,563,2023-01-22,Premium,83.73
1421,661,2023-04-15,Premium,69.52
1422,780,2024-04-10,Regular,109.42
1423,562,2024-04-03,Regular,94.74
1424,900,2024-03-07,Premium,43.03
1425,758,2024-12-16,Regular,71.56
1426,113,2024-09-10,Regular,56.21
1427,170,2023-08-09,Premium,83.28
1428,468,2024-01-14,Regular,74.39
1429,678,2023-08-10,VIP,57.34
1430,921,2023-09-15,Premium,108.89
1431,14,2024-12-13,Premium,76.15
1432,715,2024-01-02,Regular,66.68
1433,288,2023-12-15,Regular,69.94
1434,907,2023-08-13,Regular,107.37
1435,189,2024-12-14,Regular,93.23
1436,914,2023-08-24,Regular,71.75
1437,155,2023-07-02,Regular,55.16
1438,567,2024-12-12,Regular,58.28
1439,694,2024-03-19,Regular,65.36
1440,722,2024-09-14,Premium,85.14
1441,888,2023-01-06,Regular,90.13
1442,471,2023-08-24,Regular,60.49
1443,75,2023-05-07,Premium,91.02
1444,277,2023-04-14,VIP,56.83
1445,940,2024-04-24,Regular,62.76
1446,645,2023-06-04,Regular,46.01
