booking_id,user_id,event_date,ticket_type,price,revenue_id,revenue_date,tax,total
991,416,2024-10-25,VIP,68.57,991,2024-10-25,4.8,73.37
992,938,2023-08-03,Regular,74.18,992,2023-08-03,5.19,79.37
993,499,2023-06-15,Regular,67.76,993,2023-06-15,4.74,72.5
994,974,2024-06-26,VIP,70.29,994,2024-06-26,4.92,75.21
995,634,2023-08-20,Regular,54.91,995,2023-08-20,3.84,58.75
996,650,2024-06-24,VIP,81.59,996,2024-06-24,5.71,87.3
997,115,2023-07-14,VIP,86.09,997,2023-07-14,6.03,92.12
998,932,2024-05-20,Premium,48.39,998,2024-05-20,3.39,51.78
999,674,2023-11-30,Regular,63.07,999,2023-11-30,4.41,67.48
1000,713,2023-10-31,Premium,75.6,1000,2023-10-31,5.29,80.89
1001,234,2024-03-12,Premium,63.03,1001,2024-03-12,4.41,67.44
1002,540,2023-11-19,VIP,70.54,1002,2023-11-19,4.94,75.48
1003,11,2024-05-16,Regular,107.32,1003,2024-05-16,7.51,114.83
1004,206,2024-01-28,Premium,54.64,1004,2024-01-28,3.82,58.46
1005,679,2024-08-21,Regular,28.76,1005,2024-08-21,2.01,30.77
1006,247,2023-05-29,Regular,63.03,1006,2023-05-29,4.41,67.44
1007,559,2024-02-09,Regular,68.44,1007,2024-02-09,4.79,73.23
1008,758,2023-10-10,Premium,65.2,1008,2023-10-10,4.56,69.76
1009,127,2023-12-28,Regular,80.38,1009,2023-12-28,5.63,86.01
1010,147,2024-01-14,Regular,54.44,1010,2024-01-14,3.81,58.25
1011,118,2023-07-17,VIP,51.49,1011,2023-07-17,3.6,55.09
1012,911,2024-07-09,Regular,61.51,1012,2024-07-09,4.31,65.82
1013,382,2023-12-22,Premium,61.92,1013,2023-12-22,4.33,66.25
1014,412,2024-06-23,Regular,117.42,1014,2024-06-23,8.22,125.64
1015,664,2024-03-04,Regular,106.05,1015,2024-03-04,7.42,113.47
1016,584,2023-01-17,Premium,41.61,1016,2023-01-17,2.91,44.52
1017,363,2024-09-30,VIP,36.4,1017,2024-09-30,2.55,38.95
1018,509,2024-01-14,Regular,73.28,1018,2024-01-14,5.13,78.41
1019,137,2024-11-10,Premium,113.23,1019,2024-11-10,7.93,121.16
1020,175,2024-05-20,Regular,88.32,1020,2024-05-20,6.18,94.5
1021,289,2023-03-17,Regular,74.34,1021,2023-03-17,5.2,79.54
1022,958,2023-08-19,Regular,65.88,1022,2023-08-19,4.61,70.49
1023,481,2024-12-16,Regular,96.54,1023,2024-12-16,6.76,103.3
1024,19,2023-09-05,Regular,78.56,1024,2023-09-05,5.5,84.06
1025,195,2023-10-29,Regular,109.64,1025,2023-10-29,7.67,117.31
1026,330,2024-12-26,Regular,41.25,1026,2024-12-26,2.89,44.14
1027,936,2023-08-03,Regular,83.47,1027,2023-08-03,5.84,89.31
1028,175,2023-06-07,Regular,63.73,1028,2023-06-07,4.46,68.19
1029,449,2023-03-10,Regular,83.29,1029,2023-03-10,5.83,89.12
1030,925,2024-01-28,VIP,80.02,1030,2024-01-28,5.6,85.62
1031,946,2023-03-26,Premium,85.19,1031,2023-03-26,5.96,91.15
1032,354,2023-09-24,Regular,94.55,1032,2023-09-24,6.62,101.17
1033,499,2023-03-10,VIP,102.8,1033,2023-03-10,7.2,110.0
1034,141,2024-09-02,Premium,114.03,1034,2024-09-02,7.98,122.01
1035,758,2023-12-13,Regular,75.32,1035,2023-12-13,5.27,80.59
1036,897,2024-12-28,Regular,64.15,1036,2024-12-28,4.49,68.64
1037,930,2024-11-03,Premium,50.48,1037,2024-11-03,3.53,54.01
1038,93,2024-02-27,Regular,83.7,1038,2024-02-27,5.86,89.56
1039,944,2024-08-28,Premium,91.7,1039,2024-08-28,6.42,98.12
1040,239,2023-06-23,Premium,48.03,1040,2023-06-23,3.36,51.39
1041,205,2024-11-07,Premium,97.89,1041,2024-11-07,6.85,104.74
1042,560,2023-04-25,VIP,72.97,1042,2023-04-25,5.11,78.08
1043,433,2023-08-08,Regular,49.88,1043,2023-08-08,3.49,53.37
1044,245,2023-01-31,Regular,58.03,1044,2023-01-31,4.06,62.09
1045,832,2024-06-06,Premium,56.14,1045,2024-06-06,3.93,60.07
1046,317,2023-12-09,Regular,56.49,1046,2023-12-09,3.95,60.44
1047,925,2024-01-12,Premium,86.4,1047,2024-01-12,6.05,92.45
1048,295,2023-05-10,VIP,92.28,1048,2023-05-10,6.46,98.74
1049,640,2024-09-08,Premium,108.98,1049,2024-09-08,7.63,116.61
1050,856,2024-06-22,Regular,61.04,1050,2024-06-22,4.27,65.31
1051,282,2023-01-02,Regular,81.86,1051,2023-01-02,5.73,87.59
1052,17,2023-04-11,Regular,62.06,1052,2023-04-11,4.34,66.4
1053,71,2024-06-16,Regular,75.4,1053,2024-06-16,5.28,80.68
1054,269,2023-02-27,Premium,45.39,1054,2023-02-27,3.18,48.57
1055,325,2024-01-24,Premium,52.54,1055,2024-01-24,3.68,56.22
1056,794,2024-11-22,Premium,91.06,1056,2024-11-22,6.37,97.43
1057,305,2023-12-07,Regular,45.33,1057,2023-12-07,3.17,48.5
1058,451,2023-01-20,Regular,87.3,1058,2023-01-20,6.11,93.41
1059,7,2023-09-12,Premium,61.48,1059,2023-09-12,4.3,65.78
1060,314,2023-11-13,Regular,36.49,1060,2023-11-13,2.55,39.04
1061,817,2023-02-07,Regular,24.23,1061,2023-02-07,1.7,25.93
1062,103,2024-10-21,Premium,104.27,1062,2024-10-21,7.3,111.57
1063,821,2024-06-20,Premium,36.89,1063,2024-06-20,2.58,39.47
1064,193,2024-01-21,Regular,73.71,1064,2024-01-21,5.16,78.87
1065,753,2024-09-24,Premium,82.08,1065,2024-09-24,5.75,87.83
1066,574,2023-01-26,Regular,48.74,1066,2023-01-26,3.41,52.15
1067,529,2024-03-29,VIP,63.93,1067,2024-03-29,4.48,68.41
1068,171,2024-11-11,Regular,84.58,1068,2024-11-11,5.92,90.5
1069,537,2023-11-19,Regular,80.87,1069,2023-11-19,5.66,86.53
1070,251,2024-05-27,Premium,65.79,1070,2024-05-27,4.61,70.4
1071,765,2023-01-13,Regular,79.74,1071,2023-01-13,5.58,85.32
1072,387,2024-07-13,Premium,72.96,1072,2024-07-13,5.11,78.07
1073,207,2024-01-06,Premium,55.59,1073,2024-01-06,3.89,59.48
1074,541,2023-10-18,Premium,99.01,1074,2023-10-18,6.93,105.94
1075,629,2023-11-28,VIP,79.15,1075,2023-11-28,5.54,84.69
1076,416,2024-08-28,Regular,38.16,1076,2024-08-28,2.67,40.83
1077,794,2023-09-18,Premium,85.43,1077,2023-09-18,5.98,91.41
1078,380,2023-07-24,Regular,62.69,1078,2023-07-24,4.39,67.08
1079,144,2024-11-27,Regular,69.21,1079,2024-11-27,4.84,74.05
1080,25,2024-11-17,Premium,75.16,1080,2024-11-17,5.26,80.42
1081,822,2024-01-22,Regular,59.14,1081,2024-01-22,4.14,63.28
1082,668,2024-04-12,Regular,111.06,1082,2024-04-12,7.77,118.83
1083,73,2024-02-19,Regular,45.13,1083,2024-02-19,3.16,48.29
1084,632,2023-03-10,Premium,76.13,1084,2023-03-10,5.33,81.46
1085,824,2024-04-16,VIP,82.63,1085,2024-04-16,5.78,88.41
1086,833,2023-04-14,Regular,75.82,1086,2023-04-14,5.31,81.13
1087,93,2023-06-10,Regular,71.18,1087,2023-06-10,4.98,76.16
1088,505,2023-07-19,Premium,67.46,1088,2023-07-19,4.72,72.18
1089,598,2023-08-04,Regular,58.94,1089,2023-08-04,4.13,63.07
1090,336,2023-07-31,Regular,58.58,1090,2023-07-31,4.1,62.68
1091,425,2024-05-22,Regular,98.17,1091,2024-05-22,6.87,105.04
1092,499,2023-01-16,Regular,66.17,1092,2023-01-16,4.63,70.8
1093,364,2024-05-12,Regular,117.64,1093,2024-05-12,8.23,125.87
1094,947,2023-11-28,Premium,88.38,1094,2023-11-28,6.19,94.57
1095,630,2024-12-17,Regular,21.65,1095,2024-12-17,1.52,23.17
1096,745,2024-07-04,VIP,92.67,1096,2024-07-04,6.49,99.16
1097,199,2024-08-23,Premium,73.94,1097,2024-08-23,5.18,79.12
1098,718,2023-09-13,Premium,47.2,1098,2023-09-13,3.3,50.5
1099,413,2024-12-28,Regular,101.09,1099,2024-12-28,7.08,108.17
1100,339,2023-06-21,Regular,66.28,1100,2023-06-21,4.64,70.92
1101,659,2024-10-10,Regular,64.58,1101,2024-10-10,4.52,69.1
1102,962,2024-05-12,VIP,82.5,1102,2024-05-12,5.78,88.28
1103,937,2024-04-15,Regular,97.86,1103,2024-04-15,6.85,104.71
1104,429,2024-01-19,Regular,77.27,1104,2024-01-19,5.41,82.68
1105,783,2024-11-20,Regular,75.84,1105,2024-11-20,5.31,81.15
1106,899,2024-08-11,Regular,61.06,1106,2024-08-11,4.27,65.33
1107,139,2024-11-30,Regular,97.52,1107,2024-11-30,6.83,104.35
1108,693,2024-05-21,Regular,77.46,1108,2024-05-21,5.42,82.88
1109,942,2024-06-10,Regular,70.49,1109,2024-06-10,4.93,75.42
1110,542,2023-11-21,Regular,68.01,1110,2023-11-21,4.76,72.77
1111,57,2023-08-02,Regular,95.54,1111,2023-08-02,6.69,102.23
1112,232,2023-07-27,Premium,69.75,1112,2023-07-27,4.88,74.63
1113,658,2023-06-18,Regular,95.59,1113,2023-06-18,6.69,102.28
1114,435,2023-11-26,Regular,65.57,1114,2023-11-26,4.59,70.16
1115,384,2023-10-07,Regular,89.45,1115,2023-10-07,6.26,95.71
1116,560,2023-11-01,Regular,79.14,1116,2023-11-01,5.54,84.68
1117,194,2023-05-26,VIP,55.98,1117,2023-05-26,3.92,59.9
1118,736,2024-05-30,Regular,73.26,1118,2024-05-30,5.13,78.39
1119,648,2023-03-31,Premium,31.19,1119,2023-03-31,2.18,33.37
1120,534,2024-03-28,Premium,60.12,1120,2024-03-28,4.21,64.33
1121,518,2023-03-01,Premium,43.44,1121,2023-03-01,3.04,46.48
1122,716,2023-11-07,Regular,114.95,1122,2023-11-07,8.05,123.0
1123,751,2024-06-11,Regular,43.68,1123,2024-06-11,3.06,46.74
1124,185,2023-08-15,Premium,126.72,1124,2023-08-15,8.87,135.59
1125,872,2024-04-18,Regular,85.29,1125,2024-04-18,5.97,91.26
1126,292,2024-06-24,Premium,64.62,1126,2024-06-24,4.52,69.14
1127,335,2024-10-24,Premium,91.13,1127,2024-10-24,6.38,97.51
1128,732,2023-03-20,Premium,62.11,1128,2023-03-20,4.35,66.46
1129,116,2024-03-08,Regular,46.81,1129,2024-03-08,3.28,50.09
1130,825,2023-06-02,Premium,76.58,1130,2023-06-02,5.36,81.94
1131,49,2024-02-05,Premium,89.0,1131,2024-02-05,6.23,95.23
1132,685,2023-10-06,Premium,100.57,1132,2023-10-06,7.04,107.61
1133,82,2023-02-26,Regular,84.95,1133,2023-02-26,5.95,90.9
1134,834,2023-07-05,Regular,64.41,1134,2023-07-05,4.51,68.92
1135,333,2024-02-02,Regular,102.73,1135,2024-02-02,7.19,109.92
1136,557,2024-08-27,Regular,98.26,1136,2024-08-27,6.88,105.14
1137,335,2023-06-07,Regular,80.38,1137,2023-06-07,5.63,86.01
1138,532,2024-11-23,VIP,99.22,1138,2024-11-23,6.95,106.17
1139,960,2023-12-25,Regular,118.7,1139,2023-12-25,8.31,127.01
1140,221,2024-03-15,Premium,64.13,1140,2024-03-15,4.49,68.62
1141,635,2024-08-11,Regular,57.01,1141,2024-08-11,3.99,61.0
1142,746,2024-04-10,Regular,63.55,1142,2024-04-10,4.45,68.0
1143,733,2024-10-24,Regular,48.01,1143,2024-10-24,3.36,51.37
1144,323,2024-03-21,Regular,86.82,1144,2024-03-21,6.08,92.9
1145,851,2024-05-02,VIP,42.8,1145,2024-05-02,3.0,45.8
1146,3,2024-06-13,Regular,100.3,1146,2024-06-13,7.02,107.32
1147,694,2023-03-14,Premium,61.56,1147,2023-03-14,4.31,65.87
1148,206,2024-12-01,Regular,102.17,1148,2024-12-01,7.15,109.32
1149,832,2023-01-17,VIP,23.86,1149,2023-01-17,1.67,25.53
1150,40,2024-06-14,Regular,67.3,1150,2024-06-14,4.71,72.01
1151,59,2024-12-31,Regular,49.14,1151,2024-12-31,3.44,52.58
1152,951,2023-11-22,Regular,102.07,1152,2023-11-22,7.14,109.21
1153,574,2024-09-23,Regular,108.58,1153,2024-09-23,7.6,116.18
1154,644,2024-09-04,Regular,28.12,1154,2024-09-04,1.97,30.09
1155,507,2024-06-29,Premium,92.32,1155,2024-06-29,6.46,98.78
1156,572,2024-08-18,Premium,96.37,1156,2024-08-18,6.75,103.12
1157,884,2024-12-08,Premium,81.51,1157,2024-12-08,5.71,87.22
1158,843,2023-07-21,Regular,86.76,1158,2023-07-21,6.07,92.83
1159,122,2023-12-10,Regular,85.32,1159,2023-12-10,5.97,91.29
1160,479,2024-06-06,Regular,92.39,1160,2024-06-06,6.47,98.86
1161,619,2024-02-04,VIP,53.15,1161,2024-02-04,3.72,56.87
1162,96,2023-08-06,Premium,99.01,1162,2023-08-06,6.93,105.94
1163,859,2024-03-20,Premium,79.19,1163,2024-03-20,5.54,84.73
1164,414,2023-08-10,Premium,77.99,1164,2023-08-10,5.46,83.45
1165,235,2024-01-18,Regular,86.33,1165,2024-01-18,6.04,92.37
1166,898,2024-08-14,Regular,49.58,1166,2024-08-14,3.47,53.05
1167,62,2023-01-07,Regular,43.93,1167,2023-01-07,3.08,47.01
1168,256,2023-09-29,Regular,72.58,1168,2023-09-29,5.08,77.66
1169,561,2023-01-16,Regular,105.87,1169,2023-01-16,7.41,113.28
1170,905,2024-02-28,Regular,51.29,1170,2024-02-28,3.59,54.88
1171,348,2024-06-07,Premium,78.5,1171,2024-06-07,5.5,84.0
1172,671,2023-01-21,Premium,60.67,1172,2023-01-21,4.25,64.92
1173,124,2024-11-20,Premium,57.98,1173,2024-11-20,4.06,62.04
1174,482,2023-08-16,VIP,85.01,1174,2023-08-16,5.95,90.96
1175,317,2023-10-15,Regular,90.19,1175,2023-10-15,6.31,96.5
1176,504,2023-05-14,Regular,59.25,1176,2023-05-14,4.15,63.4
1177,719,2023-10-10,Premium,102.75,1177,2023-10-10,7.19,109.94
1178,48,2024-02-08,Regular,83.45,1178,2024-02-08,5.84,89.29
1179,409,2024-10-26,Regular,70.17,1179,2024-10-26,4.91,75.08
1180,932,2023-03-07,Regular,81.95,1180,2023-03-07,5.74,87.69
1181,136,2024-10-10,Regular,115.73,1181,2024-10-10,8.1,123.83
1182,201,2024-08-26,Regular,90.07,1182,2024-08-26,6.3,96.37
1183,250,2024-03-12,Regular,61.03,1183,2024-03-12,4.27,65.3
1184,314,2023-09-16,Regular,74.63,1184,2023-09-16,5.22,79.85
1185,869,2023-04-13,Premium,77.63,1185,2023-04-13,5.43,83.06
1186,368,2024-07-20,Regular,88.31,1186,2024-07-20,6.18,94.49
1187,429,2023-04-11,Regular,79.79,1187,2023-04-11,5.59,85.38
1188,830,2023-07-17,Regular,112.91,1188,2023-07-17,7.9,120.81
1189,807,2023-08-14,Regular,70.47,1189,2023-08-14,4.93,75.4
1190,480,2024-04-07,Premium,40.4,1190,2024-04-07,2.83,43.23
1191,314,2023-08-25,Premium,79.29,1191,2023-08-25,5.55,84.84
1192,500,2023-01-26,Premium,66.18,1192,2023-01-26,4.63,70.81
1193,721,2023-05-01,Regular,44.92,1193,2023-05-01,3.14,48.06
1194,355,2024-05-20,Regular,60.93,1194,2024-05-20,4.27,65.2
1195,485,2023-07-01,Regular,67.83,1195,2023-07-01,4.75,72.58
1196,211,2024-12-11,Regular,97.8,1196,2024-12-11,6.85,104.65
1197,704,2024-09-25,Regular,45.34,1197,2024-09-25,3.17,48.51
1198,44,2024-06-26,Regular,82.0,1198,2024-06-26,5.74,87.74
1199,541,2023-11-11,Regular,119.41,1199,2023-11-11,8.36,127.77
1200,571,2024-09-09,Premium,71.5,1200,2024-09-09,5.01,76.51
1201,583,2023-09-30,Regular,70.92,1201,2023-09-30,4.96,75.88
1202,92,2023-08-20,Premium,89.4,1202,2023-08-20,6.26,95.66
1203,265,2024-02-24,Regular,85.44,1203,2024-02-24,5.98,91.42
1204,895,2024-03-17,Regular,103.35,1204,2024-03-17,7.23,110.58
1205,220,2024-05-10,VIP,71.66,1205,2024-05-10,5.02,76.68
1206,902,2023-01-24,VIP,89.04,1206,2023-01-24,6.23,95.27
1207,925,2023-04-19,Regular,89.36,1207,2023-04-19,6.26,95.62
1208,442,2024-12-03,Regular,68.29,1208,2024-12-03,4.78,73.07
1209,401,2024-05-16,Regular,72.72,1209,2024-05-16,5.09,77.81
1210,400,2023-01-25,Regular,74.78,1210,2023-01-25,5.23,80.01
1211,727,2023-07-06,Premium,50.25,1211,2023-07-06,3.52,53.77
1212,991,2023-10-15,VIP,67.23,1212,2023-10-15,4.71,71.94
1213,899,2024-09-19,Premium,104.92,1213,2024-09-19,7.34,112.26
1214,789,2023-12-04,Regular,95.75,1214,2023-12-04,6.7,102.45
1215,576,2023-02-06,Premium,63.4,1215,2023-02-06,4.44,67.84
1216,858,2023-05-17,Regular,74.69,1216,2023-05-17,5.23,79.92
1217,804,2024-05-22,VIP,94.43,1217,2024-05-22,6.61,101.04
1218,490,2023-08-15,Premium,83.87,1218,2023-08-15,5.87,89.74
1219,485,2023-11-16,Regular,91.0,1219,2023-11-16,6.37,97.37
1220,757,2023-07-01,Regular,85.68,1220,2023-07-01,6.0,91.68
1221,470,2023-03-27,Regular,79.31,1221,2023-03-27,5.55,84.86
1222,574,2024-04-11,Regular,71.68,1222,2024-04-11,5.02,76.7
1223,938,2023-02-22,Premium,51.1,1223,2023-02-22,3.58,54.68
1224,844,2023-08-23,Regular,88.84,1224,2023-08-23,6.22,95.06
1225,682,2024-03-08,Regular,70.56,1225,2024-03-08,4.94,75.5
1226,445,2024-05-10,Regular,42.04,1226,2024-05-10,2.94,44.98
1227,269,2023-04-10,Premium,64.09,1227,2023-04-10,4.49,68.58
1228,267,2024-08-21,Regular,92.05,1228,2024-08-21,6.44,98.49
1229,54,2024-02-07,Premium,36.68,1229,2024-02-07,2.57,39.25
1230,528,2024-01-31,Premium,54.41,1230,2024-01-31,3.81,58.22
1231,520,2024-06-10,VIP,77.74,1231,2024-06-10,5.44,83.18
1232,616,2024-02-19,Regular,103.11,1232,2024-02-19,7.22,110.33
1233,59,2024-09-04,Regular,95.0,1233,2024-09-04,6.65,101.65
1234,825,2024-11-07,Regular,105.03,1234,2024-11-07,7.35,112.38
1235,40,2024-04-07,Regular,79.16,1235,2024-04-07,5.54,84.7
1236,237,2024-06-24,Regular,70.82,1236,2024-06-24,4.96,75.78
1237,955,2024-09-17,Premium,91.87,1237,2024-09-17,6.43,98.3
1238,386,2024-09-10,Regular,57.01,1238,2024-09-10,3.99,61.0
1239,606,2023-12-30,Premium,55.45,1239,2023-12-30,3.88,59.33
1240,734,2023-05-10,Regular,51.9,1240,2023-05-10,3.63,55.53
1241,716,2023-03-25,Premium,96.78,1241,2023-03-25,6.77,103.55
1242,650,2023-09-28,Premium,58.31,1242,2023-09-28,4.08,62.39
1243,300,2023-09-01,Premium,95.01,1243,2023-09-01,6.65,101.66
1244,395,2024-01-23,Premium,77.97,1244,2024-01-23,5.46,83.43
1245,207,2023-08-02,Premium,97.03,1245,2023-08-02,6.79,103.82
1246,336,2023-06-15,VIP,52.89,1246,2023-06-15,3.7,56.59
1247,593,2023-02-28,Regular,62.49,1247,2023-02-28,4.37,66.86
1248,730,2024-08-24,Regular,84.08,1248,2024-08-24,5.89,89.97
1249,514,2024-05-18,Regular,66.38,1249,2024-05-18,4.65,71.03
1250,178,2024-12-06,Regular,25.13,1250,2024-12-06,1.76,26.89
1251,396,2023-05-03,Regular,47.55,1251,2023-05-03,3.33,50.88
1252,371,2024-10-09,Regular,52.73,1252,2024-10-09,3.69,56.42
1253,858,2024-02-17,Regular,54.22,1253,2024-02-17,3.8,58.02
1254,791,2023-05-19,Regular,88.64,1254,2023-05-19,6.2,94.84
1255,658,2023-08-17,Regular,81.74,1255,2023-08-17,5.72,87.46
1256,318,2023-10-01,VIP,78.24,1256,2023-10-01,5.48,83.72
1257,736,2024-03-14,Regular,115.17,1257,2024-03-14,8.06,123.23
1258,369,2024-07-15,Premium,98.5,1258,2024-07-15,6.9,105.4
1259,384,2023-04-28,Regular,91.04,1259,2023-04-28,6.37,97.41
1260,62,2024-12-14,VIP,45.09,1260,2024-12-14,3.16,48.25
1261,806,2024-04-27,Premium,76.19,1261,2024-04-27,5.33,81.52
1262,505,2024-01-30,Premium,80.97,1262,2024-01-30,5.67,86.64
1263,239,2024-12-03,Premium,66.7,1263,2024-12-03,4.67,71.37
1264,195,2024-04-04,Regular,109.13,1264,2024-04-04,7.64,116.77
1265,678,2024-11-23,VIP,76.02,1265,2024-11-23,5.32,81.34
1266,963,2023-03-19,Premium,50.43,1266,2023-03-19,3.53,53.96
1267,222,2024-02-16,Premium,55.05,1267,2024-02-16,3.85,58.9
1268,61,2023-03-16,Premium,120.65,1268,2023-03-16,8.45,129.1
1269,129,2023-10-22,Regular,66.6,1269,2023-10-22,4.66,71.26
1270,990,2023-01-21,Premium,33.43,1270,2023-01-21,2.34,35.77
1271,685,2023-06-20,Regular,63.01,1271,2023-06-20,4.41,67.42
1272,992,2023-01-15,Regular,38.47,1272,2023-01-15,2.69,41.16
1273,156,2023-07-30,Regular,93.35,1273,2023-07-30,6.53,99.88
1274,917,2024-07-13,VIP,35.9,1274,2024-07-13,2.51,38.41
1275,378,2023-03-27,Regular,46.96,1275,2023-03-27,3.29,50.25
1276,622,2023-05-29,Regular,75.08,1276,2023-05-29,5.26,80.34
1277,781,2024-11-30,Regular,97.19,1277,2024-11-30,6.8,103.99
1278,923,2024-01-07,Premium,73.61,1278,2024-01-07,5.15,78.76
1279,868,2024-04-24,Premium,49.85,1279,2024-04-24,3.49,53.34
1280,903,2023-05-31,Regular,78.65,1280,2023-05-31,5.51,84.16
1281,790,2023-05-21,Regular,65.64,1281,2023-05-21,4.59,70.23
1282,586,2023-03-10,Premium,97.65,1282,2023-03-10,6.84,104.49
1283,999,2023-09-17,VIP,92.1,1283,2023-09-17,6.45,98.55
1284,437,2024-06-04,Premium,64.26,1284,2024-06-04,4.5,68.76
1285,975,2024-09-24,Regular,90.6,1285,2024-09-24,6.34,96.94
1286,207,2024-01-06,VIP,80.42,1286,2024-01-06,5.63,86.05
1287,388,2024-02-23,Regular,102.34,1287,2024-02-23,7.16,109.5
1288,480,2023-04-11,Regular,89.74,1288,2023-04-11,6.28,96.02
1289,791,2024-10-22,Regular,85.94,1289,2024-10-22,6.02,91.96
1290,887,2024-10-19,Regular,101.56,1290,2024-10-19,7.11,108.67
1291,838,2023-08-31,Premium,75.31,1291,2023-08-31,5.27,80.58
1292,984,2024-05-26,Regular,59.54,1292,2024-05-26,4.17,63.71
1293,340,2024-07-08,Regular,79.02,1293,2024-07-08,5.53,84.55
1294,869,2023-04-05,Regular,67.89,1294,2023-04-05,4.75,72.64
1295,340,2023-08-14,Regular,87.08,1295,2023-08-14,6.1,93.18
1296,204,2024-06-01,Regular,76.24,1296,2024-06-01,5.34,81.58
1297,161,2023-08-02,Regular,83.06,1297,2023-08-02,5.81,88.87
1298,540,2024-12-18,Regular,50.92,1298,2024-12-18,3.56,54.48
1299,392,2023-03-08,Premium,85.17,1299,2023-03-08,5.96,91.13
1300,769,2024-01-31,Premium,49.3,1300,2024-01-31,3.45,52.75
1301,677,2024-09-03,Premium,94.24,1301,2024-09-03,6.6,100.84
1302,575,2023-01-12,Regular,94.27,1302,2023-01-12,6.6,100.87
1303,534,2023-08-25,Premium,81.96,1303,2023-08-25,5.74,87.7
1304,70,2024-02-03,VIP,81.2,1304,2024-02-03,5.68,86.88
1305,893,2024-02-11,Premium,70.53,1305,2024-02-11,4.94,75.47
1306,405,2024-04-24,Premium,62.94,1306,2024-04-24,4.41,67.35
1307,608,2024-10-08,Regular,74.7,1307,2024-10-08,5.23,79.93
1308,675,2023-08-10,VIP,114.65,1308,2023-08-10,8.03,122.68
1309,591,2023-06-05,Regular,79.59,1309,2023-06-05,5.57,85.16
1310,517,2024-10-15,Regular,48.09,1310,2024-10-15,3.37,51.46
1311,828,2024-03-03,Regular,40.83,1311,2024-03-03,2.86,43.69
1312,120,2023-06-07,Regular,46.24,1312,2023-06-07,3.24,49.48
1313,814,2024-02-20,VIP,67.45,1313,2024-02-20,4.72,72.17
1314,690,2023-11-22,Regular,100.32,1314,2023-11-22,7.02,107.34
1315,688,2024-01-06,Regular,54.53,1315,2024-01-06,3.82,58.35
1316,902,2023-12-10,Premium,103.43,1316,2023-12-10,7.24,110.67
1317,217,2023-09-19,Regular,78.59,1317,2023-09-19,5.5,84.09
1318,56,2023-10-10,Regular,84.67,1318,2023-10-10,5.93,90.6
1319,366,2023-08-17,Premium,84.12,1319,2023-08-17,5.89,90.01
1320,699,2023-10-07,Premium,86.81,1320,2023-10-07,6.08,92.89
1321,504,2023-10-17,Regular,66.77,1321,2023-10-17,4.67,71.44
1322,744,2024-11-10,Premium,28.31,1322,2024-11-10,1.98,30.29
1323,767,2023-02-16,Regular,63.23,1323,2023-02-16,4.43,67.66
1324,925,2024-12-15,Regular,57.24,1324,2024-12-15,4.01,61.25
1325,455,2023-08-02,Regular,81.21,1325,2023-08-02,5.68,86.89
1326,104,2023-01-24,Regular,79.38,1326,2023-01-24,5.56,84.94
1327,77,2023-11-17,Premium,69.55,1327,2023-11-17,4.87,74.42
1328,230,2023-10-01,Premium,110.11,1328,2023-10-01,7.71,117.82
1329,914,2024-07-09,Regular,62.19,1329,2024-07-09,4.35,66.54
1330,258,2023-11-09,Regular,30.49,1330,2023-11-09,2.13,32.62
1331,264,2023-12-29,Premium,77.39,1331,2023-12-29,5.42,82.81
1332,331,2024-10-29,Regular,98.78,1332,2024-10-29,6.91,105.69
1333,993,2024-01-15,Regular,80.74,1333,2024-01-15,5.65,86.39
1334,182,2024-12-11,VIP,67.87,1334,2024-12-11,4.75,72.62
1335,893,2024-11-04,Premium,79.81,1335,2024-11-04,5.59,85.4
1336,768,2024-04-14,VIP,111.78,1336,2024-04-14,7.82,119.6
1337,550,2024-11-05,Regular,57.5,1337,2024-11-05,4.03,61.53
1338,688,2023-04-26,Premium,75.62,1338,2023-04-26,5.29,80.91
1339,27,2024-08-27,Regular,88.4,1339,2024-08-27,6.19,94.59
1340,276,2023-02-11,Regular,80.08,1340,2023-02-11,5.61,85.69
1341,652,2024-01-14,Regular,70.04,1341,2024-01-14,4.9,74.94
1342,299,2024-12-22,Regular,66.47,1342,2024-12-22,4.65,71.12
1343,957,2023-07-25,Regular,69.3,1343,2023-07-25,4.85,74.15
1344,799,2024-04-10,Regular,85.64,1344,2024-04-10,5.99,91.63
1345,91,2023-10-07,Regular,84.48,1345,2023-10-07,5.91,90.39
1346,480,2024-10-09,Premium,116.89,1346,2024-10-09,8.18,125.07
1347,573,2024-09-09,Regular,44.26,1347,2024-09-09,3.1,47.36
1348,458,2023-04-28,Regular,110.16,1348,2023-04-28,7.71,117.87
1349,451,2023-08-25,Regular,70.91,1349,2023-08-25,4.96,75.87
1350,365,2023-11-05,Regular,73.19,1350,2023-11-05,5.12,78.31
1351,859,2024-03-31,Premium,92.17,1351,2024-03-31,6.45,98.62
1352,675,2024-04-19,Regular,92.05,1352,2024-04-19,6.44,98.49
1353,351,2023-04-10,Premium,98.13,1353,2023-04-10,6.87,105.0
1354,655,2023-09-18,Regular,102.5,1354,2023-09-18,7.18,109.68
1355,400,2023-11-01,Regular,74.2,1355,2023-11-01,5.19,79.39
1356,253,2023-12-20,Premium,102.75,1356,2023-12-20,7.19,109.94
1357,781,2023-10-13,Premium,62.42,1357,2023-10-13,4.37,66.79
