session_id,user_id,session_date,duration_minutes,device
1522,952,2023-03-01,18.43,Mobile
1523,517,2024-02-05,6.55,Mobile
1524,686,2023-06-29,13.45,Desktop
1525,139,2023-08-20,6.02,Tablet
1526,705,2024-04-20,39.88,Desktop
1527,650,2024-10-16,6.66,Mobile
1528,809,2023-09-02,28.77,Tablet
1529,628,2024-08-15,9.84,Desktop
1530,44,2024-09-29,32.1,Tablet
1531,858,2024-10-10,23.33,Desktop
1532,801,2024-07-21,16.52,Mobile
1533,219,2023-08-01,33.53,Desktop
1534,568,2024-08-28,16.12,Desktop
1535,754,2024-04-03,51.67,Mobile
1536,908,2023-05-08,39.24,Mobile
1537,258,2023-08-05,23.34,Desktop
1538,513,2024-12-11,62.88,Desktop
1539,961,2023-01-20,52.96,Desktop
1540,377,2024-07-20,22.77,Mobile
1541,893,2023-03-01,2.13,Mobile
1542,289,2024-11-05,25.04,Mobile
1543,470,2024-12-14,13.17,Tablet
1544,972,2023-05-09,23.3,Tablet
1545,103,2024-07-10,31.25,Mobile
1546,804,2023-07-16,31.06,Tablet
1547,149,2024-05-06,33.58,Tablet
1548,84,2024-11-08,34.11,Desktop
1549,932,2024-05-18,3.47,Desktop
1550,26,2023-09-04,6.39,Desktop
1551,175,2023-09-17,29.87,Tablet
1552,735,2023-12-13,15.74,Tablet
1553,641,2023-07-16,43.17,Desktop
1554,422,2023-04-17,4.0,Desktop
1555,654,2024-09-04,6.38,Mobile
1556,346,2023-06-09,24.52,Tablet
1557,302,2024-02-26,20.84,Desktop
1558,298,2024-08-29,9.29,Desktop
1559,135,2023-07-26,15.74,Desktop
1560,55,2023-11-09,1.07,Tablet
1561,56,2024-03-07,1.13,Desktop
1562,374,2023-08-23,2.99,Desktop
1563,588,2023-11-23,25.8,Desktop
1564,831,2024-04-23,59.79,Desktop
1565,920,2024-03-03,9.04,Desktop
1566,339,2024-10-27,1.04,Mobile
1567,457,2023-04-10,36.99,Desktop
1568,355,2023-08-26,58.0,Mobile
1569,132,2023-04-17,4.46,Tablet
1570,493,2023-12-30,14.62,Tablet
1571,554,2024-10-03,5.19,Tablet
1572,864,2024-05-07,3.37,Tablet
1573,110,2023-02-12,31.34,Tablet
1574,582,2024-07-28,102.83,Desktop
1575,796,2023-03-14,34.01,Desktop
1576,126,2024-11-28,125.62,Tablet
1577,860,2024-09-20,17.1,Desktop
1578,296,2023-10-31,68.45,Mobile
1579,179,2023-01-05,6.89,Mobile
1580,925,2024-08-10,3.76,Desktop
1581,810,2023-12-15,36.37,Tablet
1582,886,2024-02-04,13.93,Tablet
1583,197,2024-08-17,11.47,Mobile
1584,773,2024-03-08,33.38,Desktop
1585,101,2024-07-25,12.17,Mobile
1586,937,2023-04-17,25.5,Desktop
1587,573,2023-04-27,10.68,Tablet
1588,183,2024-01-18,45.94,Mobile
1589,924,2023-03-23,11.24,Desktop
1590,809,2024-10-14,22.97,Tablet
1591,879,2024-02-14,0.7,Desktop
1592,9,2023-03-11,47.07,Tablet
1593,413,2024-01-22,29.05,Desktop
1594,718,2024-06-07,6.4,Mobile
1595,934,2023-10-24,7.28,Desktop
1596,830,2024-09-08,9.13,Mobile
1597,566,2024-12-19,25.78,Mobile
1598,692,2023-03-06,23.84,Mobile
1599,104,2024-07-28,9.6,Tablet
1600,126,2023-06-27,35.53,Mobile
1601,546,2023-01-08,65.96,Mobile
1602,677,2023-06-08,1.33,Mobile
1603,945,2023-01-11,16.2,Tablet
1604,810,2024-02-15,27.01,Desktop
1605,270,2024-08-29,26.49,Tablet
1606,466,2023-06-04,0.59,Tablet
1607,801,2023-07-25,7.09,Desktop
1608,118,2023-04-25,1.91,Desktop
1609,866,2024-01-14,25.25,Mobile
1610,92,2024-08-21,31.1,Mobile
1611,612,2024-12-09,5.22,Desktop
1612,485,2023-12-16,12.15,Desktop
1613,87,2023-04-08,12.01,Tablet
1614,234,2023-01-19,51.41,Tablet
1615,913,2023-11-09,6.49,Tablet
1616,124,2024-06-11,23.84,Desktop
1617,203,2024-07-10,45.83,Mobile
1618,32,2024-10-28,53.08,Tablet
1619,357,2024-03-20,32.95,Tablet
1620,463,2023-08-19,10.68,Desktop
1621,964,2024-10-30,51.96,Tablet
1622,551,2024-09-16,40.66,Desktop
1623,94,2023-12-25,36.57,Mobile
1624,522,2024-01-18,2.09,Tablet
1625,727,2024-05-26,1.33,Tablet
1626,408,2023-02-13,35.66,Tablet
1627,100,2023-12-31,86.9,Desktop
1628,244,2024-09-13,44.58,Desktop
1629,58,2023-04-21,53.42,Mobile
1630,965,2023-08-11,23.62,Desktop
1631,357,2024-01-21,10.9,Tablet
1632,491,2023-09-22,33.97,Tablet
1633,320,2023-09-28,37.34,Desktop
1634,19,2023-07-31,33.75,Mobile
1635,357,2024-05-10,87.96,Desktop
1636,117,2023-11-10,13.73,Desktop
1637,136,2024-01-22,1.21,Tablet
1638,839,2023-09-04,71.72,Tablet
1639,296,2024-07-20,5.25,Tablet
1640,525,2023-12-16,35.85,Desktop
1641,101,2023-03-13,61.96,Desktop
1642,380,2023-10-23,11.14,Mobile
1643,155,2023-08-01,53.23,Tablet
1644,594,2023-10-22,12.11,Mobile
1645,600,2023-06-20,47.43,Tablet
1646,105,2023-09-03,2.17,Mobile
1647,642,2023-05-21,31.95,Tablet
1648,784,2024-09-07,33.92,Desktop
1649,526,2024-09-08,20.28,Tablet
1650,128,2023-08-28,34.86,Mobile
1651,401,2023-11-07,76.99,Mobile
1652,572,2024-02-20,39.71,Tablet
1653,966,2024-02-02,97.55,Desktop
1654,739,2023-01-22,17.86,Tablet
1655,529,2023-03-19,22.54,Desktop
1656,557,2024-04-19,9.19,Tablet
1657,550,2024-12-07,127.22,Desktop
1658,124,2023-12-19,1.7,Tablet
1659,360,2024-01-06,13.32,Tablet
1660,64,2023-01-21,10.6,Desktop
1661,889,2024-05-21,14.66,Desktop
1662,765,2023-06-09,74.93,Tablet
1663,774,2023-12-27,13.77,Mobile
1664,956,2024-07-09,74.66,Desktop
1665,624,2023-10-24,16.52,Mobile
1666,102,2023-12-18,57.88,Mobile
1667,561,2023-06-29,22.13,Mobile
1668,277,2024-04-16,11.19,Mobile
1669,227,2024-01-30,17.9,Tablet
1670,23,2024-09-04,16.57,Desktop
1671,844,2024-09-18,9.03,Tablet
1672,697,2023-08-01,10.26,Tablet
1673,64,2024-06-13,6.19,Tablet
1674,157,2024-01-30,12.28,Tablet
1675,795,2023-01-27,29.38,Tablet
1676,390,2024-03-24,14.66,Desktop
1677,149,2024-03-13,37.38,Tablet
1678,839,2023-10-12,130.23,Tablet
1679,363,2024-10-22,14.2,Tablet
1680,681,2024-10-10,18.63,Mobile
1681,464,2023-07-08,5.38,Tablet
1682,645,2024-12-02,14.94,Desktop
1683,399,2023-07-18,38.93,Desktop
1684,405,2023-04-12,7.35,Desktop
1685,826,2024-04-23,6.03,Mobile
1686,132,2024-08-25,14.17,Desktop
1687,197,2023-08-12,51.22,Mobile
1688,647,2024-05-31,29.32,Desktop
1689,35,2024-06-10,94.8,Mobile
1690,420,2024-03-16,70.47,Desktop
1691,377,2024-05-31,4.92,Tablet
1692,399,2023-08-18,1.3,Desktop
1693,220,2023-04-24,15.28,Desktop
1694,898,2024-05-30,22.15,Desktop
1695,888,2023-07-03,21.74,Tablet
1696,697,2024-12-25,4.32,Mobile
1697,517,2023-02-03,4.0,Mobile
1698,583,2023-10-23,1.44,Tablet
1699,342,2024-03-28,57.09,Tablet
1700,753,2024-12-08,88.55,Mobile
1701,863,2024-05-19,3.69,Mobile
1702,416,2024-02-10,7.19,Mobile
1703,456,2023-05-07,2.82,Mobile
1704,297,2023-05-22,62.99,Mobile
1705,938,2024-10-09,95.61,Tablet
1706,331,2023-05-08,9.11,Mobile
1707,705,2024-11-16,10.85,Mobile
1708,680,2024-12-30,13.51,Desktop
1709,339,2024-09-17,20.94,Tablet
1710,748,2023-12-16,34.41,Tablet
1711,806,2024-06-07,21.06,Mobile
1712,298,2024-04-07,90.48,Desktop
1713,760,2023-09-01,3.16,Desktop
1714,677,2024-07-17,48.07,Mobile
1715,312,2023-07-05,12.22,Desktop
1716,583,2023-08-21,14.22,Mobile
1717,743,2024-05-28,37.02,Tablet
1718,55,2023-01-01,79.51,Desktop
1719,985,2023-08-27,37.78,Mobile
1720,694,2023-02-24,44.86,Mobile
1721,534,2024-05-09,41.68,Mobile
1722,795,2024-09-07,11.61,Tablet
1723,105,2024-02-22,42.43,Desktop
1724,175,2024-03-23,46.05,Tablet
1725,294,2023-12-04,22.87,Tablet
1726,880,2023-10-04,23.09,Desktop
1727,551,2023-01-10,42.78,Tablet
1728,911,2023-12-07,50.95,Mobile
1729,375,2023-04-14,12.34,Desktop
1730,450,2023-12-11,48.52,Tablet
1731,445,2024-01-05,50.49,Desktop
1732,60,2023-07-17,8.0,Tablet
1733,392,2023-01-14,37.86,Mobile
1734,812,2024-11-10,6.19,Tablet
1735,811,2023-12-04,2.93,Desktop
1736,390,2024-06-25,25.64,Tablet
1737,212,2024-04-01,71.79,Mobile
1738,667,2024-06-09,1.08,Mobile
1739,685,2024-03-11,52.55,Mobile
1740,535,2024-01-01,21.19,Tablet
1741,240,2024-02-05,59.18,Desktop
1742,488,2024-07-27,55.64,Tablet
1743,721,2024-04-26,62.45,Tablet
1744,122,2023-04-20,43.94,Tablet
1745,253,2024-02-10,55.54,Desktop
1746,141,2023-11-05,5.81,Mobile
1747,452,2023-06-09,10.87,Mobile
1748,852,2023-02-24,8.33,Mobile
1749,874,2023-09-13,40.69,Desktop
1750,832,2024-06-17,5.0,Tablet
1751,153,2024-02-26,6.04,Tablet
1752,893,2024-09-06,63.35,Tablet
1753,726,2023-09-21,36.71,Desktop
1754,308,2023-08-21,62.47,Tablet
1755,560,2024-11-10,4.5,Desktop
1756,317,2023-08-21,15.27,Mobile
1757,529,2024-05-31,9.99,Mobile
1758,296,2023-02-14,0.29,Desktop
1759,843,2024-07-11,10.04,Mobile
1760,345,2024-11-06,14.32,Desktop
1761,581,2024-11-11,2.9,Tablet
1762,597,2024-03-11,25.08,Mobile
1763,282,2023-12-01,14.49,Mobile
1764,208,2024-02-08,1.43,Tablet
1765,952,2023-06-13,36.52,Tablet
1766,552,2023-09-13,39.2,Desktop
1767,981,2023-03-07,53.96,Mobile
1768,96,2023-03-29,19.94,Tablet
1769,452,2023-08-28,103.88,Mobile
1770,998,2023-11-07,73.62,Mobile
1771,762,2024-07-24,24.05,Mobile
1772,373,2024-11-12,17.66,Mobile
1773,648,2023-09-15,0.09,Desktop
1774,73,2024-07-11,37.24,Tablet
1775,813,2024-05-28,24.97,Mobile
1776,785,2024-03-09,83.2,Tablet
1777,681,2023-05-09,27.06,Tablet
1778,333,2023-11-22,148.24,Desktop
1779,393,2023-01-17,57.69,Desktop
1780,710,2024-11-29,92.11,Mobile
1781,859,2023-12-08,11.91,Mobile
1782,106,2024-09-19,4.85,Desktop
1783,101,2023-09-06,47.82,Tablet
1784,359,2024-12-10,46.28,Tablet
1785,747,2023-06-26,7.13,Desktop
1786,792,2023-12-23,43.41,Mobile
1787,329,2024-05-09,26.17,Mobile
1788,889,2023-02-04,3.48,Mobile
1789,618,2024-02-11,20.9,Desktop
1790,395,2024-10-08,80.27,Desktop
1791,35,2023-01-10,21.18,Tablet
1792,157,2024-11-25,46.63,Desktop
1793,904,2024-12-14,0.88,Mobile
1794,273,2024-06-14,39.07,Tablet
1795,967,2024-06-18,88.03,Mobile
1796,396,2023-04-05,20.77,Mobile
1797,752,2024-07-29,12.36,Tablet
1798,207,2024-03-25,31.21,Mobile
1799,757,2023-08-08,74.4,Tablet
1800,605,2023-04-06,5.84,Mobile
1801,621,2024-01-16,15.51,Mobile
1802,306,2024-10-30,5.1,Tablet
1803,626,2023-07-26,20.59,Mobile
1804,536,2023-09-03,23.32,Mobile
1805,805,2024-12-11,86.58,Tablet
1806,462,2024-05-24,15.96,Tablet
1807,252,2023-03-24,25.11,Tablet
1808,267,2023-11-13,64.95,Desktop
1809,867,2024-10-06,11.63,Mobile
1810,209,2023-04-15,33.64,Tablet
1811,955,2024-01-05,42.46,Mobile
1812,567,2024-08-03,12.04,Tablet
1813,539,2024-11-26,5.39,Mobile
1814,835,2024-09-21,20.97,Mobile
1815,503,2023-06-29,13.24,Tablet
1816,956,2024-08-24,9.3,Tablet
1817,514,2024-08-22,108.83,Desktop
1818,580,2023-03-24,20.92,Tablet
1819,914,2024-06-15,58.24,Tablet
1820,148,2024-09-10,6.52,Tablet
1821,981,2024-05-15,84.12,Desktop
1822,831,2023-12-14,47.46,Mobile
1823,974,2023-09-29,49.62,Desktop
1824,840,2023-11-27,14.82,Mobile
1825,642,2024-09-01,19.94,Tablet
1826,986,2024-07-22,26.99,Tablet
1827,83,2024-10-22,46.79,Tablet
1828,42,2024-01-24,56.73,Desktop
1829,156,2023-05-17,2.44,Desktop
1830,669,2023-12-27,70.32,Tablet
1831,453,2023-10-09,83.18,Desktop
1832,619,2023-07-21,26.96,Tablet
1833,284,2024-06-14,6.2,Desktop
1834,188,2023-01-16,51.18,Tablet
1835,617,2024-07-21,23.86,Desktop
1836,624,2023-04-24,50.98,Mobile
1837,474,2023-03-09,50.59,Tablet
1838,507,2024-08-12,2.72,Desktop
1839,133,2023-01-30,28.02,Desktop
1840,271,2024-06-02,19.8,Tablet
1841,622,2024-10-25,87.63,Desktop
1842,73,2023-01-22,10.56,Mobile
1843,928,2024-03-06,6.92,Mobile
1844,436,2023-01-30,68.22,Desktop
1845,858,2024-11-09,4.83,Tablet
1846,293,2024-10-21,34.8,Desktop
1847,655,2024-02-14,10.7,Desktop
1848,937,2023-02-18,25.17,Mobile
1849,772,2023-11-21,28.73,Desktop
1850,757,2024-05-02,16.21,Tablet
1851,437,2023-10-25,110.62,Mobile
1852,996,2023-06-30,4.24,Desktop
1853,852,2023-05-02,14.9,Tablet
1854,667,2023-05-04,16.88,Mobile
1855,661,2024-03-28,29.91,Tablet
1856,60,2023-09-23,15.69,Tablet
1857,598,2023-01-28,3.06,Tablet
1858,704,2023-09-16,88.37,Desktop
1859,327,2023-03-18,16.14,Mobile
1860,943,2024-03-07,12.59,Desktop
1861,182,2024-12-06,17.76,Mobile
1862,799,2023-02-04,7.32,Tablet
1863,785,2024-03-11,3.17,Tablet
1864,767,2023-04-24,4.83,Desktop
1865,434,2023-03-03,5.47,Tablet
1866,519,2023-02-21,6.61,Tablet
1867,638,2023-04-26,16.34,Tablet
1868,83,2023-02-16,29.34,Mobile
1869,28,2024-03-13,29.74,Mobile
1870,266,2024-02-16,0.0,Desktop
1871,283,2023-04-11,76.13,Mobile
1872,397,2023-10-06,51.92,Tablet
1873,962,2023-04-17,99.68,Tablet
1874,982,2023-02-04,13.39,Tablet
1875,763,2023-12-25,32.79,Desktop
1876,980,2023-01-02,5.52,Tablet
1877,700,2024-05-06,50.95,Tablet
1878,383,2023-09-29,5.28,Desktop
1879,811,2023-05-24,11.84,Mobile
1880,581,2024-03-10,20.25,Mobile
1881,319,2024-03-26,27.08,Mobile
1882,838,2024-08-26,24.6,Desktop
1883,611,2024-07-19,3.23,Desktop
1884,193,2023-08-16,16.43,Tablet
1885,227,2024-06-28,76.88,Tablet
1886,451,2023-08-02,61.76,Desktop
1887,182,2024-10-09,26.81,Desktop
1888,932,2023-09-05,25.48,Tablet
1889,327,2024-02-12,3.55,Tablet
1890,605,2023-02-22,6.7,Tablet
1891,655,2024-07-29,8.74,Mobile
1892,203,2023-11-10,20.09,Mobile
1893,402,2024-01-09,39.43,Tablet
1894,644,2023-02-06,18.53,Desktop
1895,472,2024-12-24,4.04,Mobile
1896,779,2024-06-07,17.36,Tablet
1897,646,2023-03-25,5.32,Mobile
1898,890,2023-04-04,41.73,Desktop
1899,179,2024-02-19,5.46,Desktop
1900,698,2023-12-08,19.76,Desktop
1901,956,2024-12-19,35.47,Tablet
1902,18,2024-07-03,7.77,Tablet
1903,463,2024-02-25,2.37,Mobile
1904,835,2023-12-14,24.86,Tablet
1905,913,2024-12-15,1.67,Tablet
1906,609,2024-08-09,26.59,Tablet
1907,546,2023-05-08,42.01,Mobile
1908,926,2023-06-01,11.98,Tablet
1909,403,2024-06-05,20.1,Desktop
1910,393,2023-02-07,79.25,Tablet
1911,936,2024-03-02,19.11,Tablet
1912,300,2023-04-15,170.12,Desktop
1913,351,2023-06-14,5.12,Mobile
1914,187,2024-06-27,37.03,Tablet
1915,347,2023-07-31,31.72,Tablet
1916,623,2024-06-09,61.74,Tablet
1917,409,2023-05-12,2.91,Tablet
1918,759,2023-06-01,9.86,Desktop
1919,71,2023-04-06,4.25,Tablet
1920,821,2024-05-17,81.13,Mobile
1921,944,2024-06-05,16.69,Desktop
1922,327,2024-01-09,72.26,Desktop
1923,212,2023-01-16,10.46,Mobile
1924,309,2024-11-09,4.05,Tablet
1925,108,2024-08-30,10.55,Tablet
1926,177,2023-01-18,27.28,Tablet
1927,427,2024-02-13,55.97,Mobile
1928,740,2023-01-07,14.6,Desktop
1929,531,2024-11-26,73.89,Tablet
1930,834,2023-09-02,8.4,Mobile
1931,418,2024-08-16,35.48,Mobile
1932,248,2024-10-04,39.92,Tablet
1933,209,2023-05-09,9.6,Mobile
1934,216,2024-03-30,0.82,Tablet
1935,713,2024-08-08,13.64,Tablet
1936,438,2024-07-24,1.39,Tablet
1937,769,2023-03-13,69.3,Desktop
1938,618,2023-06-09,92.07,Mobile
1939,988,2023-03-28,39.88,Desktop
1940,311,2024-02-05,38.91,Tablet
1941,783,2024-04-06,8.27,Mobile
1942,383,2024-06-12,2.3,Tablet
1943,981,2023-03-30,48.6,Mobile
1944,271,2024-10-22,24.57,Tablet
1945,121,2023-01-06,34.34,Mobile
1946,407,2024-08-18,45.37,Tablet
1947,245,2023-03-25,15.8,Tablet
1948,66,2023-09-07,4.68,Desktop
1949,942,2024-10-27,47.55,Desktop
1950,228,2024-02-20,18.14,Mobile
1951,882,2023-03-13,52.62,Mobile
1952,137,2024-09-12,17.27,Desktop
1953,194,2023-04-22,7.34,Tablet
1954,706,2023-06-21,5.63,Tablet
1955,658,2024-11-29,40.87,Mobile
1956,657,2023-09-30,25.66,Mobile
1957,489,2024-06-13,15.56,Tablet
1958,584,2024-11-10,20.33,Desktop
1959,354,2023-11-15,23.93,Mobile
1960,930,2023-03-23,8.21,Tablet
1961,965,2023-03-16,14.25,Mobile
1962,704,2024-03-04,10.38,Desktop
1963,556,2024-04-04,14.75,Mobile
1964,157,2023-12-12,20.83,Tablet
1965,958,2023-09-06,5.71,Desktop
1966,476,2024-10-04,15.0,Tablet
1967,16,2024-01-22,14.61,Desktop
1968,78,2024-12-13,10.11,Tablet
1969,52,2023-12-29,195.0,Mobile
1970,514,2023-10-23,2.29,Desktop
1971,504,2023-03-09,30.9,Desktop
1972,744,2024-03-13,5.75,Desktop
1973,61,2024-06-15,54.89,Mobile
1974,132,2024-08-27,73.67,Desktop
1975,382,2023-05-13,15.4,Mobile
1976,564,2023-10-22,52.03,Mobile
1977,809,2023-10-23,8.63,Desktop
1978,692,2024-10-08,4.53,Tablet
1979,543,2023-02-02,11.39,Desktop
1980,410,2024-01-09,12.54,Tablet
1981,155,2023-02-01,15.19,Tablet
1982,633,2024-07-08,14.0,Desktop
1983,51,2023-11-01,15.89,Desktop
1984,994,2023-04-18,37.14,Tablet
1985,95,2023-04-06,8.45,Desktop
1986,688,2023-03-07,0.56,Desktop
1987,523,2024-06-04,20.18,Mobile
1988,904,2023-08-18,17.84,Tablet
1989,524,2023-12-24,1.86,Mobile
1990,355,2024-02-06,4.31,Desktop
1991,45,2023-04-09,21.4,Desktop
1992,802,2023-09-28,8.03,Mobile
1993,205,2023-12-28,63.01,Mobile
1994,731,2023-06-13,5.71,Desktop
1995,840,2024-06-11,0.61,Tablet
1996,431,2023-06-18,17.8,Mobile
1997,256,2023-01-21,128.41,Tablet
1998,248,2024-06-23,30.14,Desktop
1999,533,2024-08-17,13.11,Tablet
2000,41,2024-02-01,0.51,Tablet
2001,459,2023-02-05,19.9,Desktop
2002,790,2024-05-09,6.94,Desktop
2003,277,2023-11-10,31.3,Desktop
2004,924,2024-05-04,26.24,Tablet
2005,195,2023-10-03,9.25,Mobile
2006,71,2023-08-21,2.14,Desktop
2007,270,2024-09-07,42.2,Desktop
2008,335,2024-03-11,26.42,Mobile
2009,585,2023-01-06,55.38,Desktop
2010,308,2024-06-18,9.03,Desktop
2011,427,2024-11-12,31.74,Mobile
2012,199,2024-10-25,3.79,Tablet
2013,76,2023-09-01,10.35,Tablet
2014,787,2023-08-29,32.06,Tablet
2015,795,2024-07-11,52.39,Desktop
2016,658,2023-09-30,11.61,Mobile
2017,525,2023-03-16,48.11,Tablet
2018,875,2023-10-10,33.97,Mobile
2019,641,2024-12-08,12.86,Tablet
2020,230,2024-06-18,62.72,Tablet
2021,85,2023-03-28,21.35,Desktop
2022,162,2024-09-24,31.34,Tablet
2023,397,2023-05-29,20.53,Tablet
2024,877,2023-05-30,18.08,Mobile
2025,371,2024-07-30,56.51,Desktop
2026,563,2023-06-09,10.47,Desktop
2027,215,2024-03-21,1.12,Tablet
2028,1,2023-03-23,63.55,Desktop
2029,983,2023-01-07,52.29,Mobile
2030,377,2023-07-01,13.7,Desktop
2031,412,2024-06-09,6.15,Tablet
2032,635,2024-04-22,33.77,Desktop
2033,800,2023-07-02,2.46,Desktop
2034,200,2023-11-10,16.54,Tablet
2035,183,2024-07-09,2.69,Desktop
2036,410,2023-06-23,27.33,Desktop
2037,398,2023-01-14,0.83,Tablet
2038,216,2023-10-27,29.77,Tablet
2039,752,2023-03-14,33.55,Mobile
2040,349,2024-05-28,20.03,Tablet
2041,580,2024-12-22,5.77,Tablet
2042,831,2024-08-24,3.21,Desktop
2043,594,2023-12-09,11.28,Tablet
2044,654,2024-01-31,18.78,Desktop
2045,923,2023-11-29,30.83,Tablet
2046,41,2023-12-21,0.04,Mobile
2047,751,2024-07-12,37.25,Mobile
2048,3,2023-06-12,37.42,Desktop
2049,94,2023-04-26,17.64,Desktop
2050,59,2024-02-07,12.62,Desktop
2051,740,2023-03-20,55.41,Mobile
2052,407,2024-03-22,46.06,Mobile
2053,18,2023-01-08,122.73,Tablet
2054,494,2023-01-23,13.95,Tablet
2055,751,2024-06-26,71.2,Desktop
2056,872,2024-02-18,2.74,Mobile
2057,508,2024-11-12,15.9,Tablet
2058,586,2024-10-03,18.79,Mobile
2059,888,2024-02-13,17.44,Mobile
2060,332,2024-10-30,29.43,Desktop
2061,169,2023-01-22,5.6,Mobile
2062,776,2024-09-29,60.4,Desktop
2063,672,2024-02-07,24.07,Tablet
2064,849,2024-11-11,70.37,Mobile
2065,681,2024-11-08,0.08,Desktop
2066,941,2023-06-06,29.83,Mobile
2067,206,2023-11-26,15.95,Mobile
2068,869,2023-01-22,21.1,Tablet
2069,521,2024-04-16,40.85,Desktop
2070,505,2023-09-21,7.73,Mobile
2071,346,2023-10-30,6.88,Mobile
2072,304,2024-12-24,36.42,Tablet
2073,115,2024-04-09,22.1,Mobile
2074,664,2023-06-13,7.98,Desktop
2075,87,2023-05-16,19.85,Desktop
2076,95,2023-09-09,18.46,Desktop
2077,743,2023-07-24,35.28,Mobile
2078,428,2023-10-29,0.08,Mobile
2079,698,2023-08-30,26.51,Desktop
2080,450,2023-03-02,27.92,Mobile
2081,626,2024-04-09,41.05,Tablet
2082,786,2023-10-29,66.01,Desktop
2083,976,2024-04-16,17.4,Tablet
2084,541,2024-01-29,12.58,Tablet
2085,715,2024-08-29,3.24,Mobile
2086,2,2024-10-21,12.32,Mobile
2087,78,2023-09-16,2.13,Desktop
2088,324,2024-06-25,48.71,Mobile
2089,743,2024-06-13,49.35,Tablet
2090,98,2023-07-06,16.2,Mobile
2091,629,2023-07-31,9.02,Desktop
2092,110,2023-02-04,3.77,Mobile
2093,679,2023-05-27,57.16,Tablet
2094,457,2023-10-09,62.99,Tablet
2095,488,2024-06-30,9.29,Desktop
2096,809,2024-08-10,29.17,Desktop
2097,967,2024-08-06,8.98,Mobile
2098,371,2023-09-06,7.65,Mobile
2099,337,2023-02-26,0.64,Desktop
2100,890,2023-11-01,25.82,Tablet
2101,599,2024-06-05,4.87,Mobile
2102,971,2024-12-25,0.37,Desktop
2103,22,2023-12-27,3.32,Desktop
2104,722,2023-08-25,11.3,Tablet
2105,305,2023-08-22,33.18,Desktop
2106,924,2023-08-11,6.79,Mobile
2107,272,2024-09-07,65.57,Mobile
2108,490,2023-11-23,10.21,Desktop
2109,836,2023-04-08,12.07,Desktop
2110,446,2023-08-14,7.38,Tablet
2111,932,2024-05-03,8.78,Tablet
2112,278,2024-04-22,2.31,Desktop
2113,651,2023-11-30,10.48,Mobile
2114,853,2024-07-08,58.9,Tablet
2115,377,2024-05-26,34.98,Desktop
2116,232,2024-01-17,62.45,Tablet
2117,745,2024-02-27,3.32,Tablet
2118,592,2023-12-14,18.24,Tablet
2119,426,2023-06-02,7.81,Tablet
2120,55,2024-03-27,38.32,Tablet
2121,969,2023-10-17,105.44,Tablet
2122,803,2023-04-29,50.68,Mobile
2123,441,2023-08-02,1.08,Tablet
2124,34,2024-07-18,11.42,Desktop
2125,329,2024-03-14,0.87,Desktop
2126,845,2024-07-18,1.23,Tablet
2127,454,2024-09-20,2.49,Tablet
2128,388,2024-03-22,9.7,Desktop
2129,764,2023-02-11,10.88,Tablet
2130,430,2024-01-30,15.35,Desktop
2131,476,2023-09-04,15.57,Desktop
2132,125,2023-10-18,44.27,Mobile
2133,523,2023-09-05,4.57,Mobile
2134,482,2024-09-04,5.15,Desktop
2135,317,2024-08-21,29.55,Tablet
2136,122,2024-03-24,25.44,Desktop
2137,547,2023-03-25,5.02,Desktop
2138,581,2023-08-09,57.37,Tablet
2139,313,2024-10-27,11.97,Mobile
2140,487,2023-02-20,13.72,Desktop
2141,651,2024-07-03,16.37,Mobile
2142,12,2023-07-06,11.69,Tablet
2143,125,2024-06-08,24.46,Mobile
2144,811,2023-08-11,14.76,Tablet
2145,659,2024-04-09,9.01,Tablet
2146,77,2024-02-23,70.45,Mobile
2147,580,2023-03-28,11.06,Desktop
2148,718,2023-09-16,35.97,Desktop
2149,236,2023-06-30,12.8,Tablet
2150,571,2023-11-07,17.14,Mobile
2151,770,2023-06-22,8.07,Mobile
2152,254,2023-11-18,41.87,Mobile
2153,904,2024-12-07,40.09,Mobile
2154,406,2023-12-06,0.67,Tablet
2155,243,2024-05-10,1.86,Mobile
2156,461,2023-09-02,76.68,Mobile
2157,277,2024-05-19,65.9,Desktop
2158,469,2023-11-25,21.16,Tablet
2159,220,2023-07-15,20.4,Mobile
2160,225,2023-03-03,50.21,Mobile
2161,925,2023-01-25,4.47,Tablet
2162,101,2024-07-17,31.81,Tablet
2163,854,2024-07-15,19.39,Desktop
2164,634,2024-01-13,40.8,Tablet
2165,730,2023-10-22,0.92,Mobile
2166,507,2023-02-21,26.95,Desktop
2167,587,2023-02-09,24.41,Mobile
2168,331,2024-07-25,55.14,Tablet
2169,237,2024-12-28,33.89,Tablet
2170,994,2024-04-01,63.65,Tablet
2171,339,2024-12-09,65.48,Desktop
2172,752,2023-01-02,15.74,Mobile
2173,506,2024-04-13,4.44,Mobile
2174,165,2023-04-16,29.85,Desktop
2175,846,2023-08-04,62.08,Tablet
2176,669,2024-11-09,2.34,Mobile
2177,723,2024-02-18,24.49,Tablet
2178,933,2023-07-29,3.67,Tablet
2179,789,2023-02-27,0.82,Mobile
2180,728,2023-02-12,34.15,Tablet
2181,218,2023-05-18,34.36,Mobile
2182,745,2024-09-12,27.54,Mobile
2183,376,2024-05-03,58.82,Desktop
2184,12,2024-07-13,2.53,Mobile
2185,432,2024-09-29,3.34,Desktop
2186,83,2024-04-13,59.97,Tablet
